ID,Education,Income,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Age,Customer_Tenure_Days,Total_Spending,Total_Purchases,Total_Accepted_Campaigns,Children_at_home,Living_With,Family_Size
326,Graduate,51148.0,38,235,6,45,8,9,12,4,5,1,6,6,0,0,0,0,0,0,0,53,4761,315,16,0,2,Partner,4
7224,Graduate,31353.0,24,10,0,10,3,1,7,2,1,1,2,8,0,0,0,0,0,0,0,49,4447,31,6,0,2,Partner,4
6999,Postgraduate,69661.0,80,656,16,106,32,16,8,1,7,3,12,3,0,0,0,0,0,0,0,46,4312,834,23,0,0,Partner,2
9938,Graduate,80067.0,82,519,17,813,27,173,51,1,4,6,6,2,0,0,1,0,0,0,0,72,4548,1600,17,1,0,Partner,2
6422,Graduate,86718.0,20,344,189,482,50,33,172,1,5,6,5,2,0,0,0,0,0,0,0,72,4793,1270,17,0,0,Partner,2
3182,PhD,46854.0,81,96,1,79,7,1,79,6,5,1,3,8,1,0,0,0,0,0,1,53,4355,263,15,1,2,Alone,3
7300,Graduate,69142.0,50,448,4,34,6,4,39,3,8,1,7,5,0,1,0,0,0,0,0,74,4265,535,19,1,1,Alone,2
10424,Graduate,75922.0,60,265,138,553,224,23,92,1,4,4,9,1,0,0,0,0,0,0,0,58,4467,1295,18,0,0,Alone,1
8727,Graduate,63693.0,63,587,43,337,42,87,54,3,11,6,9,6,0,0,0,0,0,0,0,48,4523,1150,29,0,1,Alone,2
2798,PhD,102160.0,54,763,29,138,76,176,58,0,7,9,10,4,0,1,1,1,0,0,1,49,4869,1240,26,3,0,Partner,2
1030,PhD,40637.0,72,22,0,13,0,0,3,2,1,0,3,7,0,0,0,0,0,0,0,61,4612,38,6,0,2,Alone,3
624,Postgraduate,18890.0,5,6,4,1,7,2,15,1,0,1,2,6,1,0,0,0,0,0,1,42,4861,35,4,1,0,Alone,1
5176,Graduate,29604.0,88,7,6,13,7,6,14,1,1,0,3,9,1,0,0,0,0,0,0,38,4468,53,5,1,1,Partner,3
5552,Postgraduate,48721.0,50,81,18,113,47,13,21,6,4,2,5,6,0,0,0,0,0,0,0,63,4677,293,17,0,2,Alone,3
868,Graduate,44794.0,99,54,0,7,0,0,4,1,2,0,3,6,0,0,0,0,0,0,0,60,4286,65,6,0,1,Partner,3
380,Graduate,64497.0,17,1170,48,320,42,32,192,5,11,4,9,8,1,0,0,0,0,0,1,72,4922,1804,29,1,1,Alone,2
2677,Graduate,46097.0,11,72,24,68,65,4,8,5,3,1,6,4,0,0,0,0,0,0,0,70,4720,241,15,0,1,Partner,3
6521,Graduate,77972.0,18,613,22,319,33,102,12,1,4,6,9,1,0,0,0,0,0,0,0,72,4368,1101,20,0,0,Partner,2
6927,PhD,44377.0,70,224,0,30,0,0,10,8,5,1,5,8,0,0,0,0,0,0,0,58,4897,264,19,0,2,Partner,4
2877,Postgraduate,46014.0,21,410,0,59,19,9,44,10,7,1,8,7,0,0,0,0,0,0,0,52,4789,541,26,0,2,Partner,4
0,Graduate,70951.0,66,239,10,554,254,87,54,1,3,4,9,1,0,0,0,0,0,0,0,41,4686,1198,17,0,0,Partner,2
1584,Graduate,41443.0,79,171,7,171,25,19,89,6,8,1,5,8,0,0,0,0,0,0,0,49,4354,482,20,0,1,Partner,3
7264,Undergraduate,52195.0,2,12,0,4,0,0,1,1,1,0,2,8,0,0,0,0,0,0,0,48,4313,17,4,0,3,Alone,4
6274,Postgraduate,83790.0,81,1076,16,417,42,48,16,1,8,10,6,3,0,1,1,0,0,0,0,78,4491,1615,25,2,0,Partner,2
1377,Postgraduate,44551.0,24,182,4,33,0,0,66,2,4,1,5,7,0,0,0,0,0,0,0,72,4567,285,12,0,1,Alone,2
454,Graduate,69508.0,48,824,32,162,42,32,43,2,11,4,11,6,0,0,0,0,0,0,0,46,4857,1135,28,0,1,Partner,3
1755,Undergraduate,45204.0,93,30,11,25,29,1,18,1,1,1,4,3,0,0,0,0,0,0,0,38,4344,114,7,0,1,Partner,3
2075,Graduate,72460.0,56,377,10,540,80,30,10,1,3,5,7,1,0,0,0,0,0,0,0,57,4492,1047,16,0,0,Partner,2
4785,PhD,77622.0,3,520,7,154,19,0,14,2,6,3,11,3,0,0,0,0,0,0,0,56,4341,714,22,0,2,Partner,4
9076,PhD,30732.0,44,155,1,25,0,1,3,4,4,1,4,8,0,0,0,0,0,0,0,46,4805,185,13,0,1,Partner,3
7079,Graduate,63887.0,38,897,23,207,15,11,92,5,9,6,12,6,0,0,0,0,0,0,0,64,4924,1245,32,0,1,Alone,2
4653,Graduate,42011.0,46,131,0,16,2,1,39,4,3,1,4,8,0,0,0,0,0,0,0,48,4725,189,12,0,1,Partner,3
7375,Graduate,51369.0,84,297,7,79,0,11,182,2,8,2,4,8,0,0,0,0,0,0,0,50,4877,576,16,0,1,Partner,3
709,Graduate,51537.0,27,787,20,204,0,0,92,3,2,2,11,8,0,0,0,0,0,0,0,74,4832,1103,18,0,1,Alone,2
460,PhD,79930.0,72,792,86,740,67,51,17,1,3,5,8,2,0,0,0,0,0,0,0,54,4955,1753,17,0,0,Partner,2
3726,PhD,34320.0,66,4,1,9,3,0,0,1,1,0,2,8,0,0,0,0,0,0,0,40,4398,17,4,0,1,Partner,3
6798,Graduate,37070.0,30,231,7,137,4,15,39,9,5,1,8,7,0,0,0,0,0,0,1,60,4731,433,23,0,2,Alone,3
5341,Undergraduate,81975.0,2,983,76,184,180,138,27,1,6,3,4,7,0,0,1,0,0,0,0,64,4805,1588,14,1,1,Alone,2
1606,Graduate,38590.0,65,3,1,8,4,3,3,1,1,0,2,8,0,0,0,0,0,0,0,55,4675,22,4,0,1,Partner,3
9617,Graduate,15033.0,37,0,4,5,6,0,4,1,1,0,3,3,0,0,0,0,0,0,0,75,4339,19,5,0,0,Alone,1
3233,PhD,62745.0,89,562,21,464,28,10,32,3,7,8,11,5,0,0,0,0,0,0,0,61,4728,1117,29,0,1,Partner,3
89,Undergraduate,22212.0,49,5,9,20,6,8,21,2,2,0,4,6,0,0,0,0,0,0,0,51,4467,69,8,0,1,Partner,3
2936,Postgraduate,23661.0,46,18,0,4,0,0,1,1,1,0,3,7,0,0,0,0,0,0,0,44,4472,23,5,0,1,Partner,3
9449,PhD,79761.0,32,415,5,124,15,35,11,1,5,2,11,3,0,0,0,0,0,0,0,68,4533,605,19,0,1,Alone,2
7297,Graduate,7500.0,54,5,3,10,12,7,20,4,3,1,3,7,0,0,0,0,0,0,0,53,4450,57,11,0,1,Alone,2
313,Graduate,73455.0,98,901,61,757,186,163,20,1,6,5,10,3,0,1,0,0,0,0,0,58,4509,2088,22,1,0,Alone,1
9940,Graduate,64961.0,97,382,114,276,75,124,38,2,6,4,4,3,0,0,0,0,0,0,0,68,4818,1009,16,0,1,Partner,3
10735,Graduate,22804.0,75,14,1,7,2,1,1,1,2,0,2,9,0,0,0,0,0,0,0,55,4598,26,5,0,1,Alone,2
9529,Graduate,73687.0,8,559,153,503,218,13,181,1,3,9,9,2,0,0,0,1,0,0,1,36,4478,1627,22,1,0,Partner,2
6439,Graduate,61074.0,37,789,0,133,0,28,152,7,11,5,8,7,0,0,0,0,0,0,0,68,4946,1102,31,0,1,Partner,3
7411,PhD,31686.0,31,11,0,5,0,0,1,2,1,0,3,6,0,0,0,0,0,0,0,62,4289,17,6,0,2,Partner,4
2176,Graduate,80134.0,40,1218,16,272,104,0,80,2,5,3,6,6,0,1,1,1,0,0,1,54,4670,1690,16,3,1,Partner,3
9265,Graduate,75027.0,74,925,64,179,133,12,77,2,9,4,6,5,0,0,0,0,0,0,0,73,4801,1390,21,0,1,Partner,3
8867,PhD,67546.0,90,864,134,768,150,38,172,1,4,10,5,3,0,0,0,0,0,0,0,38,4932,2126,20,0,0,Partner,2
8932,Postgraduate,65176.0,57,960,28,183,220,70,70,4,9,6,6,6,0,0,0,0,0,0,0,57,4873,1531,25,0,1,Partner,3
10236,Postgraduate,31160.0,59,16,3,25,6,1,13,2,2,0,3,8,0,0,0,0,0,0,0,51,4551,64,7,0,1,Alone,2
6340,Graduate,29938.0,52,3,3,7,0,2,11,2,1,0,3,6,0,0,0,0,0,0,0,41,4510,26,6,0,1,Alone,2
10089,Graduate,102692.0,5,168,148,444,32,172,148,1,6,9,13,2,0,1,1,1,1,0,1,52,4715,1112,29,4,0,Alone,1
2227,Undergraduate,26490.0,92,45,47,52,21,20,25,2,3,1,5,6,0,0,0,0,0,0,0,68,4910,210,11,0,0,Partner,2
10992,Graduate,75702.0,77,650,28,353,45,42,30,5,4,6,11,8,0,0,0,0,0,0,0,59,4934,1148,26,0,2,Partner,4
5304,PhD,30899.0,35,24,0,8,0,0,1,2,1,0,3,6,0,0,0,0,0,0,0,52,4889,33,6,0,1,Alone,2
309,PhD,63342.0,48,918,21,118,13,10,21,3,8,3,5,6,0,1,0,0,0,0,0,65,4886,1101,19,1,1,Partner,3
3406,Graduate,45989.0,97,138,33,87,28,24,12,4,3,2,7,3,0,0,0,0,0,0,0,62,4880,322,16,0,1,Alone,2
2661,Graduate,18701.0,95,12,4,2,10,6,10,4,2,0,4,5,0,0,0,0,0,0,0,62,4655,44,10,0,2,Alone,3
3153,PhD,40737.0,24,11,0,4,0,0,2,1,1,0,2,8,0,0,0,0,0,0,0,69,4468,17,4,0,3,Alone,4
10264,Graduate,15287.0,60,1,2,8,4,3,13,2,1,1,2,7,1,0,0,0,0,0,1,47,4892,31,6,1,1,Alone,2
1184,PhD,69674.0,46,554,41,215,11,0,24,3,10,2,10,5,0,0,0,0,0,0,0,58,4668,845,25,0,2,Alone,3
4200,Postgraduate,44159.0,85,167,2,62,24,13,7,4,4,1,6,5,0,0,0,0,0,0,0,56,4277,275,15,0,1,Partner,3
9396,PhD,37717.0,31,9,0,6,4,1,5,1,1,0,2,9,0,0,0,0,0,0,0,48,4848,25,4,0,1,Partner,3
2387,Postgraduate,43776.0,9,177,2,71,3,2,20,6,5,2,4,8,0,0,0,0,0,0,1,74,4776,275,17,0,2,Partner,4
6690,Postgraduate,38179.0,30,38,4,22,4,2,20,4,3,1,3,7,0,0,0,0,0,0,0,60,4737,90,11,0,2,Partner,4
1225,Graduate,80124.0,47,483,84,398,205,84,241,1,3,7,8,1,1,0,0,0,0,0,0,63,4268,1495,19,1,0,Partner,2
9703,PhD,38097.0,70,77,2,35,0,1,69,4,3,2,2,7,1,0,0,0,0,0,1,56,4887,184,11,1,2,Partner,4
291,Graduate,72940.0,13,182,74,298,162,149,116,1,3,3,6,1,0,0,0,0,0,0,0,56,4640,981,13,0,0,Partner,2
4557,Graduate,22070.0,11,10,7,19,8,2,21,2,2,2,2,6,0,0,0,0,0,0,0,56,4533,67,8,0,1,Partner,3
2379,Graduate,69267.0,31,778,44,499,95,73,146,2,3,4,5,7,0,0,0,0,0,0,1,73,4910,1635,14,0,0,Alone,1
5726,Postgraduate,31788.0,15,16,7,23,0,8,6,3,3,0,4,5,0,0,0,0,0,1,0,43,4366,60,10,0,1,Alone,2
3066,PhD,61905.0,2,167,0,43,6,2,13,2,4,2,4,5,0,0,0,0,0,0,0,51,4410,231,12,0,1,Partner,3
6336,Graduate,29315.0,55,13,2,14,8,7,4,4,2,0,4,6,0,0,0,0,0,0,0,66,4349,48,10,0,2,Partner,4
10967,Graduate,33378.0,38,33,6,40,3,7,10,3,2,0,4,7,0,0,0,0,0,0,0,63,4773,99,9,0,2,Alone,3
2304,PhD,66313.0,86,625,7,99,10,22,7,2,6,3,12,4,0,0,0,0,0,0,0,63,4551,770,23,0,1,Partner,3
3445,Graduate,60714.0,56,216,162,224,101,92,162,2,7,4,10,5,0,0,0,0,0,0,1,70,4793,957,23,0,0,Alone,1
7828,Postgraduate,77882.0,29,68,129,396,188,22,15,1,3,3,5,1,0,0,0,0,0,0,0,45,4325,818,12,0,0,Partner,2
3762,PhD,69867.0,30,196,0,512,33,130,54,1,3,5,8,1,0,0,0,1,0,0,1,40,4718,925,17,1,0,Alone,1
4391,Postgraduate,63841.0,64,635,15,100,20,7,131,1,9,3,9,6,0,0,0,0,0,0,0,58,4699,908,22,0,1,Alone,2
4669,Undergraduate,24480.0,46,4,19,9,28,25,17,3,3,0,4,7,0,0,0,0,0,0,0,45,4768,102,10,0,1,Partner,3
10144,Graduate,51369.0,84,297,7,79,0,11,182,2,8,2,4,8,0,0,0,0,0,0,0,50,4877,576,16,0,1,Partner,3
8652,Graduate,37760.0,20,84,5,38,150,12,28,2,4,1,6,7,0,0,0,0,0,0,0,80,4932,317,13,0,0,Partner,2
1672,PhD,65640.0,74,204,7,149,20,15,66,1,5,1,8,2,0,0,0,0,0,0,0,52,4385,461,15,0,1,Partner,3
8962,Postgraduate,44319.0,18,26,0,8,0,0,3,2,2,0,3,5,0,0,0,0,0,0,0,51,4338,37,7,0,2,Partner,4
9974,Graduate,30631.0,75,15,6,20,4,5,20,1,3,1,2,7,0,0,0,0,0,0,0,52,4617,70,7,0,1,Partner,3
10983,Graduate,75278.0,17,304,98,230,150,74,74,1,6,3,13,3,0,0,0,0,0,0,0,74,4781,930,23,0,0,Partner,2
8148,Postgraduate,50898.0,88,285,28,242,55,114,135,13,6,2,12,5,0,0,0,0,0,0,0,70,4802,859,33,0,2,Partner,4
10102,Graduate,79946.0,19,395,183,565,166,141,28,1,5,11,5,3,0,0,0,0,0,0,0,60,4313,1478,22,0,0,Alone,1
4697,Postgraduate,35416.0,62,248,3,81,4,3,51,3,7,1,5,8,0,0,0,0,0,0,0,77,4646,390,16,0,0,Alone,1
9262,Undergraduate,32414.0,11,20,6,5,0,9,12,1,1,0,3,7,1,0,0,0,0,0,0,42,4625,52,5,1,0,Partner,2
7254,Graduate,38361.0,74,39,0,56,20,8,14,3,3,1,3,7,0,0,0,0,0,0,0,57,4449,137,10,0,1,Partner,3
4543,Graduate,82497.0,32,777,129,573,216,21,203,1,2,7,9,4,0,0,1,0,0,0,0,46,4871,1919,19,1,0,Partner,2
4927,Graduate,16626.0,76,8,3,22,21,1,13,3,3,0,3,9,0,0,0,0,0,0,0,55,4430,68,9,0,2,Partner,4
10451,Graduate,29672.0,6,9,1,3,0,4,8,1,0,0,3,6,0,0,0,0,0,0,0,61,4739,25,4,0,2,Partner,4
2926,Postgraduate,55951.0,62,1241,0,80,0,13,40,3,3,6,11,8,0,1,0,0,1,0,0,74,4940,1374,23,2,1,Partner,3
2874,Undergraduate,35388.0,20,6,4,7,4,3,8,1,1,0,3,7,0,0,0,0,0,0,0,38,4744,32,5,0,1,Alone,2
9738,Postgraduate,42386.0,43,65,4,16,0,4,11,1,3,0,3,8,0,0,0,0,0,0,0,40,4797,100,7,0,1,Partner,3
7119,Graduate,68627.0,45,395,15,263,60,54,38,1,2,3,6,1,0,0,0,0,0,0,0,44,4798,825,12,0,0,Alone,1
3924,PhD,57912.0,34,801,0,80,0,0,35,5,8,3,12,5,0,1,0,0,0,0,0,61,4369,916,28,1,1,Alone,2
5827,Graduate,35246.0,53,36,0,12,2,2,10,4,3,1,3,5,0,0,0,0,0,0,0,68,4339,62,11,0,2,Alone,3
5596,Undergraduate,58821.0,44,513,14,154,19,0,28,1,9,2,9,6,0,0,0,0,0,0,0,70,4525,728,21,0,1,Partner,3
10812,PhD,46377.0,89,37,0,46,4,3,0,1,2,1,3,4,0,0,0,0,0,0,0,48,4385,90,7,0,1,Partner,3
1717,Graduate,39747.0,43,80,15,93,20,13,52,3,5,1,4,8,0,0,0,0,0,0,0,38,4342,273,13,0,1,Alone,2
9491,Graduate,23976.0,68,14,1,21,2,3,25,3,3,1,3,7,0,0,0,0,0,0,0,42,4449,66,10,0,1,Partner,3
9274,Postgraduate,80950.0,44,525,147,112,219,147,63,1,6,7,9,2,0,0,0,1,0,0,0,65,4723,1213,23,1,0,Partner,2
6609,Graduate,27038.0,64,1,26,25,17,23,15,1,3,0,3,9,0,0,0,0,0,0,1,60,4914,107,7,0,0,Alone,1
6963,Graduate,77457.0,85,675,11,400,15,45,11,1,2,5,10,1,0,0,1,0,0,0,0,79,4381,1157,18,1,0,Alone,1
4440,Postgraduate,64100.0,93,509,0,27,0,0,10,1,8,3,6,7,0,1,0,0,0,0,0,62,4557,546,18,1,1,Partner,3
1379,Postgraduate,42670.0,12,154,2,46,20,4,15,1,4,2,4,4,0,0,0,0,0,0,0,34,4693,241,11,0,0,Partner,2
10032,Graduate,12571.0,86,3,5,14,2,12,17,4,3,1,3,6,0,0,0,0,0,0,0,50,4427,53,11,0,1,Alone,2
2826,Graduate,22574.0,28,25,0,8,2,0,2,2,2,0,3,7,0,0,0,0,0,0,0,59,4509,37,7,0,3,Partner,5
2437,Graduate,51381.5,69,861,138,461,60,30,61,1,6,5,12,3,0,1,0,1,0,0,0,37,4656,1611,24,2,0,Partner,2
6320,Postgraduate,70893.0,42,768,44,561,77,44,14,1,6,6,10,3,0,0,0,0,0,0,0,50,4773,1508,23,0,0,Alone,1
3050,Graduate,54198.0,13,185,0,28,3,2,17,6,3,1,6,4,0,0,0,0,0,0,0,60,4459,235,16,0,2,Partner,4
231,Postgraduate,28839.0,86,24,0,7,0,0,1,2,2,0,3,5,0,0,0,0,0,0,0,70,4375,32,7,0,2,Partner,4
2392,Graduate,40321.0,59,44,4,21,6,0,27,2,3,0,3,7,0,0,0,0,0,0,0,54,4600,102,8,0,2,Partner,4
9478,Graduate,66503.0,30,91,64,128,65,3,50,2,4,3,6,3,0,0,0,0,0,0,0,41,4949,401,15,0,1,Alone,2
113,Graduate,30833.0,33,11,0,7,3,1,6,2,1,0,3,5,0,0,0,0,0,0,0,75,4613,28,6,0,2,Partner,4
2863,Graduate,51381.5,67,738,20,172,52,50,20,6,2,3,10,7,0,1,0,1,0,0,0,56,4575,1052,21,2,3,Alone,4
1802,Graduate,64795.0,23,412,5,119,38,29,77,3,3,3,12,2,0,0,0,0,0,0,0,55,4793,680,21,0,1,Partner,3
520,Graduate,34421.0,81,3,3,7,6,2,9,1,1,0,2,7,0,0,0,0,0,0,0,52,4628,30,4,0,1,Partner,3
8275,PhD,47025.0,6,16,0,3,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,61,4405,20,4,0,2,Alone,3
9750,PhD,64325.0,41,731,60,353,78,12,73,5,10,3,5,7,0,0,0,0,0,0,0,65,4772,1307,23,0,1,Alone,2
2607,Graduate,40464.0,78,424,17,118,7,23,41,6,8,2,8,8,0,0,0,0,0,0,0,73,4799,630,24,0,1,Alone,2
7214,Graduate,62187.0,49,792,0,275,45,45,126,1,4,8,5,3,0,0,0,0,0,0,0,69,4624,1283,18,0,0,Partner,2
5835,PhD,14849.0,39,21,2,28,3,2,9,3,2,0,4,8,0,0,0,0,0,0,0,50,4627,65,9,0,1,Alone,2
3896,Graduate,27255.0,3,22,1,11,0,1,2,1,1,0,3,7,0,0,0,0,0,0,0,42,4499,37,5,0,1,Partner,3
10350,PhD,54432.0,37,33,0,5,0,0,0,1,1,0,3,4,0,0,0,0,0,0,0,76,4681,38,5,0,3,Partner,5
7786,PhD,29999.0,22,68,7,59,10,5,11,4,3,1,4,8,0,0,0,0,0,0,0,40,4766,160,12,0,1,Alone,2
2861,Graduate,24072.0,79,9,1,6,3,0,4,1,1,0,2,8,0,0,0,0,0,0,0,43,4704,23,4,0,1,Alone,2
663,PhD,33996.0,46,40,2,15,8,0,6,1,1,1,3,4,0,0,0,0,0,0,0,37,4556,71,6,0,0,Alone,1
10675,PhD,66334.0,82,909,11,218,0,0,23,2,9,3,5,5,0,0,0,0,0,0,1,70,4717,1161,19,0,1,Partner,3
2521,Postgraduate,35178.0,10,23,1,13,2,2,18,1,1,1,2,7,1,0,0,0,0,0,1,55,4800,59,5,1,1,Partner,3
9592,Graduate,22010.0,51,11,2,9,3,0,8,2,2,0,3,8,0,0,0,0,0,0,0,43,4629,33,7,0,1,Partner,3
10151,Graduate,62204.0,38,317,46,247,151,46,139,1,4,5,12,3,0,0,0,0,0,0,0,66,4920,946,22,0,2,Alone,3
7381,Graduate,75693.0,10,797,153,293,72,97,30,1,11,4,6,4,0,1,1,1,0,0,1,58,4835,1442,22,3,0,Alone,1
4099,Graduate,30675.0,14,10,2,16,11,2,21,1,1,0,3,8,0,0,0,0,0,0,0,54,4859,62,5,0,1,Partner,3
9560,Graduate,83003.0,18,856,61,570,40,25,122,1,7,6,8,3,0,0,1,0,0,0,1,61,4748,1674,22,1,0,Partner,2
10172,Graduate,68655.0,95,456,19,832,75,118,38,1,4,5,11,3,0,0,0,0,0,0,0,38,4953,1538,21,0,0,Alone,1
11191,Graduate,41411.0,11,37,32,38,11,3,18,1,2,1,4,6,0,0,0,0,0,0,0,40,4469,139,8,0,0,Alone,1
9707,PhD,55212.0,65,1103,0,45,0,0,34,3,4,2,11,8,0,1,0,0,1,0,0,57,4848,1182,20,2,1,Partner,3
6245,PhD,59292.0,71,378,14,68,19,14,14,2,3,5,8,3,0,0,0,0,0,0,0,76,4646,507,18,0,1,Partner,3
8234,Undergraduate,27190.0,13,1,6,7,0,1,3,1,1,0,2,8,1,0,0,0,0,0,1,53,4583,18,4,1,1,Partner,3
1411,Graduate,82623.0,58,204,34,204,172,153,173,1,2,9,4,1,0,0,0,0,0,0,0,74,4496,940,16,0,0,Alone,1
8553,Graduate,44300.0,65,30,0,9,0,0,3,2,1,0,3,6,0,0,0,0,0,0,0,61,4636,42,6,0,2,Partner,4
1826,Graduate,84835.0,0,189,104,379,111,189,218,1,4,4,6,1,0,0,0,0,0,0,1,56,4278,1190,15,0,0,Alone,1
8842,Graduate,30372.0,33,15,0,12,7,3,7,3,2,0,3,7,0,0,0,0,0,0,0,55,4816,44,8,0,2,Alone,3
11030,Postgraduate,33181.0,90,9,0,3,0,0,4,1,1,0,2,6,1,0,0,0,0,0,0,50,4442,16,4,1,1,Partner,3
2579,Graduate,71113.0,95,495,33,255,11,33,8,4,6,7,9,4,0,0,0,0,0,0,0,69,4459,835,26,0,1,Partner,3
175,Graduate,71952.0,93,656,80,455,52,107,93,2,8,4,8,4,1,0,1,0,0,0,0,40,4800,1443,22,2,1,Partner,3
9185,PhD,69759.0,38,452,20,514,13,30,0,3,4,6,5,3,0,0,0,0,0,0,1,60,4509,1029,18,0,0,Alone,1
11056,Graduate,72099.0,18,546,91,410,119,0,22,1,3,4,10,1,0,0,0,0,0,0,0,52,4875,1188,18,0,0,Partner,2
9365,PhD,60000.0,57,1048,0,217,0,0,12,5,11,3,5,6,0,0,0,0,0,0,0,50,4819,1277,24,0,1,Alone,2
6201,Graduate,38643.0,45,22,2,14,0,1,10,2,2,0,3,7,0,0,0,0,0,1,0,48,4477,49,7,0,2,Alone,3
2061,Graduate,50737.0,61,78,0,11,0,0,10,1,2,0,4,6,0,1,0,0,0,0,0,71,4679,99,7,1,1,Partner,3
6184,PhD,68462.0,6,561,64,785,84,128,48,1,3,3,8,1,0,0,0,0,0,0,0,57,4829,1670,15,0,0,Partner,2
6142,Postgraduate,65073.0,65,629,17,177,69,0,8,1,5,3,5,2,0,0,0,0,0,1,0,83,4578,900,14,0,0,Partner,2
4107,PhD,46681.0,52,269,15,69,15,19,38,2,4,6,4,5,0,0,0,0,0,0,0,78,4529,425,16,0,2,Partner,4
7274,Graduate,78618.0,87,736,163,818,212,163,61,1,4,7,10,2,0,1,0,0,0,0,0,69,4904,2153,22,1,0,Partner,2
9336,PhD,62187.0,38,512,0,83,0,0,41,3,6,2,10,4,0,0,0,0,0,0,0,57,4364,636,21,0,1,Alone,2
2958,Graduate,28442.0,53,19,3,10,11,8,6,3,2,1,4,4,0,0,0,0,0,0,0,48,4390,57,10,0,2,Partner,4
933,PhD,37717.0,31,9,0,6,4,1,5,1,1,0,2,9,0,0,0,0,0,0,0,48,4848,25,4,0,1,Partner,3
5837,Graduate,51479.0,67,247,8,160,6,8,65,7,6,3,6,7,0,0,0,0,0,0,0,59,4813,494,22,0,2,Partner,4
10704,Graduate,54803.0,65,404,0,92,28,27,142,2,6,2,9,4,0,0,0,0,0,0,0,57,4942,693,19,0,1,Alone,2
5125,Graduate,79530.0,64,333,0,815,129,42,29,1,4,10,11,2,0,0,0,0,0,0,0,66,4673,1348,26,0,0,Partner,2
4432,Graduate,31615.0,82,2,3,20,6,11,9,2,2,0,3,7,0,0,0,0,0,0,0,50,4735,51,7,0,1,Alone,2
5955,Graduate,72025.0,27,833,33,549,151,133,233,1,4,3,8,3,0,0,0,0,0,0,0,64,4854,1932,16,0,0,Partner,2
2928,PhD,52614.0,63,789,0,142,12,9,38,2,2,4,8,8,0,0,0,0,0,0,0,51,4840,990,16,0,1,Alone,2
5680,Undergraduate,35684.0,66,10,4,7,0,6,3,1,1,0,3,6,0,0,0,0,0,0,0,42,4333,30,5,0,1,Partner,3
10313,Graduate,48178.0,69,159,4,45,6,2,38,6,5,1,4,8,0,0,0,0,0,0,0,51,4874,254,16,0,2,Partner,4
2557,Postgraduate,29548.0,52,7,1,6,3,1,11,1,1,1,2,4,1,0,0,0,0,0,0,56,4569,29,5,1,1,Alone,2
1245,Graduate,63810.0,45,977,12,253,16,12,101,4,4,3,12,8,0,1,0,0,0,0,0,60,4860,1371,23,1,1,Alone,2
1519,PhD,38578.0,2,38,4,22,3,3,3,3,3,0,3,8,0,0,0,0,0,0,1,54,4637,73,9,0,2,Alone,3
10703,Postgraduate,46098.0,86,57,0,27,0,0,36,4,3,2,2,8,0,0,0,0,0,0,0,51,4945,120,11,0,2,Alone,3
1726,Graduate,22585.0,23,3,9,15,13,2,39,1,1,1,2,9,1,0,0,0,0,0,1,56,4733,81,5,1,0,Alone,1
4459,Graduate,30279.0,13,10,4,14,4,4,1,1,1,0,3,8,0,0,0,0,0,0,0,37,4811,37,5,0,1,Alone,2
1729,PhD,66426.0,14,1043,24,97,32,24,157,2,3,5,10,6,0,0,0,0,0,0,0,65,4535,1377,20,0,1,Partner,3
1517,Graduate,30822.0,92,3,9,13,2,12,12,1,1,0,3,7,0,0,0,0,0,0,0,57,4645,51,5,0,1,Alone,2
2098,PhD,33581.0,38,11,0,5,0,0,1,1,1,0,2,8,0,0,0,0,0,0,0,57,4802,17,4,0,2,Partner,4
9543,Graduate,19986.0,74,3,6,5,0,2,6,1,0,0,3,7,0,0,0,0,0,0,0,41,4492,22,4,0,1,Partner,3
6878,Graduate,27421.0,14,43,12,96,78,40,55,3,4,1,6,7,0,0,0,0,0,0,0,72,4829,324,14,0,0,Alone,1
3310,Undergraduate,35688.0,94,73,3,90,12,1,32,7,4,1,4,8,0,0,0,0,0,0,0,53,4941,211,16,0,3,Partner,5
2724,Postgraduate,36143.0,33,12,0,1,0,0,6,1,0,1,2,3,0,0,0,0,0,0,0,45,4356,19,4,0,1,Alone,2
948,Graduate,10245.0,32,4,7,7,6,4,13,3,1,2,2,5,0,0,0,0,0,0,0,55,4675,41,8,0,1,Alone,2
6720,Postgraduate,43795.0,11,314,11,53,4,3,107,3,7,3,4,7,0,1,0,0,0,0,1,58,4521,492,17,1,1,Partner,3
6202,Graduate,63381.0,78,571,50,142,33,50,159,4,4,5,13,2,0,0,0,0,0,0,0,66,4897,1005,26,0,1,Partner,3
2066,Graduate,38823.0,56,70,0,11,2,8,23,1,2,1,3,6,0,0,0,0,0,0,0,77,4933,114,7,0,1,Partner,3
9799,PhD,83664.0,57,866,21,151,28,21,86,3,2,2,12,5,0,0,0,0,0,0,0,58,4682,1173,19,0,2,Alone,3
8318,Graduate,90300.0,7,594,134,786,33,134,57,0,5,6,8,1,0,0,1,0,0,0,0,47,4442,1738,19,1,0,Partner,2
