Education,Income,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Age,Customer_Tenure_Days,Total_Spending,Total_Purchases,Children_at_home,Living_With,Family_Size
Undergraduate,71488.0,87,5.093750200806762,3.5263605246161616,4.8283137373023015,3.713572066704308,3.367295829986474,5.153291594497779,2,3,4,7,1,0,0,0,0,0,0,0,61,4757,25.682583953913788,16,0,Partner,2
Graduate,79607.0,37,6.111467339502679,4.897839799950911,6.858565034791365,5.159055299214529,0.0,5.37989735354046,1,3,6,6,1,0,0,0,0,0,0,1,42,4695,28.406824826999944,16,0,Alone,1
Postgraduate,54348.0,51,4.2626798770413155,0.0,2.833213344056216,0.0,0.0,1.6094379124341003,2,2,0,4,6,0,0,0,0,0,0,0,73,4282,8.705331133531631,8,2,Partner,4
PhD,51381.5,23,5.8664680569332965,0.0,3.332204510175204,2.3978952727983707,0.0,2.772588722239781,3,6,1,7,6,0,0,0,0,0,0,0,65,4614,14.369156562146653,17,1,Partner,3
PhD,77376.0,72,6.20050917404269,2.995732273553991,4.709530201312334,2.833213344056216,2.5649493574615367,2.5649493574615367,4,6,3,10,4,0,0,0,0,0,0,0,70,4311,21.8688837078883,23,2,Partner,4
Graduate,62998.0,10,4.795790545596741,4.07753744390572,4.30406509320417,4.189654742026425,4.499809670330265,4.07753744390572,5,5,4,5,5,0,0,0,0,0,0,0,74,4533,25.94439493896904,19,1,Partner,3
Postgraduate,61331.0,42,6.282266746896006,1.791759469228055,3.871201010907891,0.0,1.791759469228055,3.7376696182833684,5,11,1,6,8,0,0,0,0,0,0,0,68,4737,17.474656314543374,23,2,Alone,3
Graduate,73448.0,10,5.4680601411351315,4.672828834461906,5.247024072160486,3.1780538303479458,3.7376696182833684,4.875197323201151,1,7,2,9,4,0,0,0,0,0,0,0,57,4400,27.17883381958999,19,0,Partner,2
Graduate,51381.5,96,5.44673737166631,4.189654742026425,5.2832037287379885,3.6635616461296463,4.276666119016055,4.8283137373023015,1,6,5,7,4,0,0,0,0,0,0,0,63,4583,27.68813734487873,19,1,Partner,3
PhD,41551.0,51,5.3981627015177525,0.0,3.5263605246161616,1.3862943611198906,0.0,3.1780538303479458,5,5,1,5,8,0,0,0,0,0,0,0,62,4580,13.48887141760175,16,2,Partner,4
PhD,62981.0,21,6.680854678790215,2.70805020110221,6.3818160174060985,3.6635616461296463,3.8066624897703196,0.0,1,4,5,13,3,0,1,0,0,0,0,0,59,4730,23.240945033198493,23,0,Partner,2
Undergraduate,9548.0,31,0.0,0.6931471805599453,1.3862943611198906,2.3978952727983707,1.9459101490553132,2.302585092994046,2,1,0,3,8,0,0,0,0,0,0,0,50,4951,8.725832056527565,6,1,Alone,2
PhD,33762.0,61,3.9889840465642745,0.6931471805599453,3.5553480614894135,1.0986122886681098,0.0,2.833213344056216,3,2,2,2,8,0,0,0,0,0,0,0,67,4618,12.169304921337957,9,3,Partner,5
PhD,35860.0,37,2.772588722239781,0.0,2.1972245773362196,1.6094379124341003,1.0986122886681098,3.044522437723423,2,1,1,2,5,1,0,0,0,0,0,1,53,4302,10.722385938401635,6,2,Alone,3
PhD,36921.0,74,2.8903717578961645,0.6931471805599453,2.5649493574615367,1.3862943611198906,0.6931471805599453,1.6094379124341003,2,2,0,3,7,0,0,0,0,0,0,0,61,4597,9.837347750031583,7,2,Alone,3
Postgraduate,92859.0,46,6.870053411798126,4.127134385045092,6.826545223556594,3.970291913552122,4.127134385045092,3.044522437723423,1,5,4,12,2,0,0,0,0,0,0,0,34,4879,28.965681756720446,22,0,Alone,1
Postgraduate,65104.0,4,6.6052979209482015,0.0,5.4510384535657,2.6390573296152584,3.044522437723423,3.9318256327243257,2,3,5,7,7,0,0,0,0,0,0,1,50,4488,21.67174177457691,17,1,Partner,3
Graduate,86111.0,73,5.991464547107982,3.367295829986474,6.6293632534374485,3.6109179126442243,3.713572066704308,4.844187086458591,1,5,7,10,2,0,0,0,0,0,0,0,64,4697,28.156800696339026,23,0,Partner,2
PhD,68352.0,47,6.421622267806518,2.833213344056216,4.890349128221754,3.784189633918261,3.5263605246161616,3.5263605246161616,3,8,5,9,6,0,0,0,0,0,0,0,52,4566,24.982095423235073,25,1,Alone,2
Graduate,41883.0,13,3.4965075614664802,3.5553480614894135,3.7376696182833684,4.30406509320417,2.833213344056216,4.762173934797756,3,4,2,3,7,0,0,0,0,0,0,0,38,4728,22.688977613297403,12,1,Partner,3
Graduate,59809.0,36,6.395261598115449,2.833213344056216,4.955827057601261,3.4965075614664802,3.7376696182833684,3.912023005428146,3,3,3,6,8,0,0,0,0,0,0,0,50,4880,25.330502184950923,15,2,Partner,4
Graduate,23957.0,47,1.0986122886681098,0.6931471805599453,2.9444389791664403,3.044522437723423,2.4849066497880004,2.833213344056216,1,2,0,3,6,0,0,0,0,0,0,1,51,4870,13.098840879962133,6,1,Partner,3
Graduate,38547.0,49,1.9459101490553132,0.6931471805599453,2.3978952727983707,0.0,0.6931471805599453,1.6094379124341003,1,1,0,2,8,0,0,0,0,0,1,0,45,4566,7.339537695407675,4,1,Partner,3
Undergraduate,35688.0,94,4.30406509320417,1.3862943611198906,4.51085950651685,2.5649493574615367,0.6931471805599453,3.4965075614664802,7,4,1,4,8,0,0,0,0,0,0,0,53,4937,16.955823060328875,16,3,Partner,5
Postgraduate,49605.0,65,3.7612001156935624,2.833213344056216,3.4011973816621555,2.5649493574615367,3.044522437723423,2.1972245773362196,1,2,1,4,3,0,0,0,0,0,0,0,60,4269,17.802307213933112,8,0,Partner,2
Postgraduate,59354.0,59,5.69035945432406,3.091042453358316,4.3694478524670215,3.6888794541139363,2.6390573296152584,2.6390573296152584,1,4,4,7,3,0,0,0,0,0,0,0,73,4327,22.117843873493854,16,2,Partner,4
Graduate,65747.0,96,5.849324779946859,2.8903717578961645,3.8918202981106265,3.1780538303479458,2.6390573296152584,2.6390573296152584,4,8,1,6,6,0,1,0,0,0,0,0,57,4375,21.087685325532114,19,1,Partner,3
Undergraduate,46344.0,28,5.455321115357702,3.044522437723423,4.060443010546419,2.1972245773362196,3.044522437723423,4.5217885770490405,4,7,1,5,7,0,0,0,0,0,0,0,54,4823,22.323822155736227,17,1,Partner,3
Graduate,34176.0,12,1.791759469228055,2.0794415416798357,3.2188758248682006,2.995732273553991,2.70805020110221,3.044522437723423,4,3,0,4,6,0,0,0,0,0,0,0,38,4309,15.838381748155715,11,1,Alone,2
PhD,61010.0,57,6.790097235513905,0.0,4.060443010546419,0.0,0.0,4.343805421853684,2,8,5,11,5,0,0,0,0,0,0,0,74,4889,15.194345667914007,26,1,Partner,3
Graduate,69372.0,10,6.905753276311464,3.295836866004329,5.598421958998375,3.5553480614894135,2.6390573296152584,3.7612001156935624,1,10,4,6,4,0,1,1,0,0,0,1,77,4756,25.755617608112406,21,0,Partner,2
Graduate,49967.0,4,5.3612921657094255,1.9459101490553132,4.248495242049359,1.6094379124341003,2.5649493574615367,1.3862943611198906,3,6,1,5,7,0,0,0,0,0,0,0,68,4617,17.116379187829626,15,1,Alone,2
Graduate,60199.0,49,2.1972245773362196,0.6931471805599453,2.0794415416798357,1.0986122886681098,0.0,0.0,1,0,0,3,4,0,0,0,0,0,0,0,48,4551,6.068425588244111,4,3,Alone,4
Graduate,55375.0,3,3.7612001156935624,2.4849066497880004,4.060443010546419,2.3978952727983707,3.367295829986474,2.70805020110221,1,1,1,6,2,0,0,0,0,0,0,0,49,4516,18.779791079915036,9,1,Partner,3
Graduate,80317.0,64,6.285998094508865,2.4849066497880004,5.961005339623274,5.0106352940962555,4.5217885770490405,4.060443010546419,1,3,4,10,1,0,0,0,0,0,0,0,71,4574,28.324776965611854,18,0,Alone,1
Postgraduate,30523.0,0,1.791759469228055,0.0,1.3862943611198906,0.0,0.0,1.791759469228055,1,1,0,2,7,0,0,0,0,0,0,0,68,4624,4.969813299576,4,3,Alone,4
PhD,70356.0,20,7.2078598714324755,2.833213344056216,5.521460917862246,3.784189633918261,2.833213344056216,3.5263605246161616,2,10,6,9,6,0,0,0,0,0,0,0,81,4862,25.706297635941574,27,0,Partner,2
Graduate,23228.0,91,3.9889840465642745,1.3862943611198906,3.912023005428146,2.0794415416798357,1.6094379124341003,1.791759469228055,4,3,0,4,8,0,0,0,0,0,0,0,42,4436,14.767940336454302,11,1,Partner,3
PhD,74165.0,9,6.90975328164481,2.5649493574615367,5.484796933490655,2.833213344056216,2.5649493574615367,2.5649493574615367,1,5,4,10,2,0,0,0,0,0,0,0,51,4685,22.92261163157629,20,0,Alone,1
Graduate,43482.0,83,2.9444389791664403,0.6931471805599453,3.4965075614664802,1.9459101490553132,1.3862943611198906,3.367295829986474,3,2,0,4,6,0,0,0,0,0,0,0,60,4489,13.833594061354544,9,3,Partner,5
Graduate,62551.0,27,4.836281906951478,2.833213344056216,4.59511985013459,4.90527477843843,3.091042453358316,3.332204510175204,1,6,7,4,3,1,0,0,0,0,0,0,73,4484,23.59313684311423,18,0,Alone,1
Graduate,52332.0,63,5.3612921657094255,1.791759469228055,3.5263605246161616,2.0794415416798357,0.0,1.0986122886681098,1,3,2,6,4,0,1,0,0,0,0,0,67,4566,13.857465989901588,12,0,Alone,1
Graduate,66951.0,46,5.627621113690637,5.093750200806762,5.723585101952381,5.159055299214529,4.343805421853684,4.8283137373023015,1,3,4,7,1,0,0,0,0,0,0,0,38,4500,30.776130874820296,15,0,Alone,1
Graduate,26091.0,84,2.772588722239781,2.3978952727983707,2.995732273553991,2.1972245773362196,2.8903717578961645,3.044522437723423,3,2,1,3,5,0,0,0,0,0,0,0,69,4385,16.29833504154795,9,2,Partner,4
Graduate,33456.0,58,2.0794415416798357,1.3862943611198906,2.3978952727983707,2.1972245773362196,0.6931471805599453,2.0794415416798357,2,1,0,3,7,0,0,0,0,0,0,0,61,4330,10.833444475174097,6,2,Partner,4
Graduate,28718.0,78,2.5649493574615367,1.6094379124341003,1.9459101490553132,2.4849066497880004,2.1972245773362196,2.833213344056216,2,2,0,3,8,0,0,0,0,0,0,0,44,4612,13.635641990131386,7,1,Partner,3
Graduate,50447.0,4,4.454347296253507,2.0794415416798357,3.2188758248682006,1.0986122886681098,1.3862943611198906,3.332204510175204,1,3,1,3,6,0,0,0,0,0,0,0,56,4330,15.569775822764749,8,2,Partner,4
PhD,53537.0,17,4.406719247264253,0.0,1.9459101490553132,0.0,0.0,1.9459101490553132,2,2,1,3,5,0,0,0,0,0,0,0,67,4411,8.29853954537488,8,2,Partner,4
Graduate,52074.0,77,4.0943445622221,0.0,2.5649493574615367,0.0,0.0,3.8918202981106265,1,2,2,2,4,1,0,0,0,0,0,0,59,4347,10.551114217794265,7,1,Alone,2
PhD,80427.0,56,7.047517221357296,4.276666119016055,6.1092475827643655,4.248495242049359,4.276666119016055,3.295836866004329,1,11,8,8,5,0,0,0,0,0,0,0,51,4916,29.25442915020746,28,1,Partner,3
PhD,83837.0,79,6.742880635791903,4.204692619390966,4.787491742782046,4.465908118654584,4.499809670330265,4.718498871295094,1,9,10,5,4,0,1,0,1,0,0,1,78,4821,29.41928165824486,25,0,Partner,2
PhD,38853.0,90,3.4011973816621555,0.0,2.70805020110221,0.0,0.0,1.0986122886681098,2,2,0,3,7,0,0,0,0,0,0,0,56,4298,7.2078598714324755,7,2,Partner,4
Graduate,38285.0,96,1.0986122886681098,0.0,1.791759469228055,1.0986122886681098,0.0,0.6931471805599453,1,0,0,3,2,0,0,0,0,0,0,0,67,4266,4.68213122712422,4,3,Partner,5
Undergraduate,78497.0,44,5.337538079701318,3.295836866004329,6.104793232414985,4.330733340286331,0.0,5.4116460518550396,1,5,7,12,2,0,0,0,1,0,0,0,75,4471,24.480547570262,25,0,Partner,2
PhD,51650.0,81,5.030437921392435,1.3862943611198906,3.1354942159291497,1.0986122886681098,1.791759469228055,2.0794415416798357,1,4,1,4,5,0,0,0,0,0,0,0,50,4310,14.522039798017476,10,1,Partner,3
Undergraduate,16248.0,77,2.5649493574615367,2.4849066497880004,2.3978952727983707,1.3862943611198906,2.5649493574615367,2.302585092994046,3,2,1,3,6,0,0,0,0,0,0,0,38,4311,13.70158009162338,9,1,Partner,3
Postgraduate,66835.0,21,6.431331081933479,3.295836866004329,5.278114659230517,3.5553480614894135,2.8903717578961645,4.955827057601261,1,6,4,13,2,0,0,0,0,0,0,0,80,4535,26.406829484155168,24,0,Partner,2
Postgraduate,30477.0,16,3.871201010907891,0.6931471805599453,1.9459101490553132,0.0,0.0,2.5649493574615367,1,1,1,3,6,0,0,0,0,0,0,0,42,4419,9.075207697984686,6,1,Partner,3
Undergraduate,28249.0,80,0.6931471805599453,2.302585092994046,2.0794415416798357,1.0986122886681098,2.70805020110221,2.3978952727983707,1,2,0,3,6,0,0,0,0,0,0,0,65,4275,11.279731577802517,6,0,Partner,2
Graduate,25271.0,45,2.3978952727983707,0.6931471805599453,2.9444389791664403,2.3978952727983707,1.6094379124341003,2.0794415416798357,1,1,1,2,9,0,0,0,0,0,0,0,43,4832,12.122256159437063,5,1,Partner,3
PhD,32303.0,63,3.58351893845611,0.0,1.0986122886681098,0.0,0.0,1.0986122886681098,2,1,0,4,5,0,0,0,0,0,0,0,56,4374,5.78074351579233,7,1,Alone,2
Graduate,61286.0,34,5.877735781779639,0.0,4.68213122712422,2.995732273553991,2.302585092994046,4.770684624465665,2,7,1,8,5,0,0,0,0,0,0,0,60,4592,20.62886899991756,18,1,Partner,3
Graduate,74068.0,14,6.664409020350408,3.4339872044851463,6.2878585601617845,4.948759890378168,4.343805421853684,2.772588722239781,1,4,10,9,2,0,0,0,0,0,0,0,50,4728,28.45140881946897,24,0,Partner,2
PhD,45759.0,13,3.7612001156935624,0.6931471805599453,2.9444389791664403,1.3862943611198906,0.0,1.6094379124341003,2,2,0,3,7,0,0,0,0,0,0,0,62,4752,10.394518548973938,7,2,Partner,4
Undergraduate,24882.0,52,0.6931471805599453,1.6094379124341003,2.3978952727983707,3.4011973816621555,0.0,3.6109179126442243,1,1,1,2,6,1,0,0,0,0,0,0,48,4919,11.712595660098795,5,1,Partner,3
PhD,66973.0,98,6.1463292576688975,3.1354942159291497,6.07073772800249,4.997212273764115,4.736198448394496,4.634728988229636,1,8,7,12,3,0,0,0,0,0,0,0,37,4669,29.720700911988782,28,0,Partner,2
Graduate,38872.0,93,3.1780538303479458,1.3862943611198906,3.091042453358316,1.3862943611198906,2.995732273553991,3.1354942159291497,2,3,0,3,8,0,0,0,0,0,0,0,38,4656,15.172911495429183,8,1,Partner,3
Graduate,51148.0,38,5.4638318050256105,1.9459101490553132,3.828641396489095,2.1972245773362196,2.302585092994046,2.5649493574615367,4,5,1,6,6,0,0,0,0,0,0,0,53,4757,18.30314237836182,16,2,Partner,4
Graduate,31353.0,24,2.3978952727983707,0.0,2.3978952727983707,1.3862943611198906,0.6931471805599453,2.0794415416798357,2,1,1,2,8,0,0,0,0,0,0,0,49,4443,8.954673628956414,6,2,Partner,4
Postgraduate,69661.0,80,6.48768401848461,2.833213344056216,4.672828834461906,3.4965075614664802,2.833213344056216,2.1972245773362196,1,7,3,12,3,0,0,0,0,0,0,0,46,4308,22.520671679861646,23,0,Partner,2
Graduate,80067.0,82,6.253828811575473,2.8903717578961645,6.70196036600254,3.332204510175204,5.159055299214529,3.9512437185814275,1,4,6,6,2,0,0,1,0,0,0,0,72,4544,28.288664463445336,17,0,Partner,2
Graduate,86718.0,20,5.84354441703136,5.247024072160486,6.180016653652572,3.9318256327243257,3.5263605246161616,5.153291594497779,1,5,6,5,2,0,0,0,0,0,0,0,72,4789,29.882062894682687,17,0,Partner,2
PhD,46854.0,81,4.574710978503383,0.6931471805599453,4.382026634673881,2.0794415416798357,0.6931471805599453,4.382026634673881,6,5,1,3,8,1,0,0,0,0,0,1,53,4351,16.804500150650874,15,2,Alone,3
Graduate,69142.0,50,6.1070228877422545,1.6094379124341003,3.5553480614894135,1.9459101490553132,1.6094379124341003,3.6888794541139363,3,8,1,7,5,0,1,0,0,0,0,0,74,4261,18.516036377269117,19,1,Alone,2
Graduate,75922.0,60,5.583496308781699,4.9344739331306915,6.317164686747284,5.41610040220442,3.1780538303479458,4.532599493153256,1,4,4,9,1,0,0,0,0,0,0,0,58,4463,29.961888654365296,18,0,Alone,1
Graduate,63693.0,63,6.376726947898627,3.784189633918261,5.823045895483019,3.7612001156935624,4.477336814478207,4.007333185232471,3,11,6,9,6,0,0,0,0,0,0,0,48,4519,28.22983259270415,29,1,Alone,2
PhD,102160.0,54,6.638567789166521,3.4011973816621555,4.9344739331306915,4.343805421853684,5.176149732573829,4.07753744390572,0,7,9,10,4,0,1,1,1,0,0,1,49,4865,28.5717317022926,26,0,Partner,2
PhD,40637.0,72,3.1354942159291497,0.0,2.6390573296152584,0.0,0.0,1.3862943611198906,2,1,0,3,7,0,0,0,0,0,0,0,61,4608,7.160845906664299,6,2,Alone,3
Postgraduate,18890.0,5,1.9459101490553132,1.6094379124341003,0.6931471805599453,2.0794415416798357,1.0986122886681098,2.772588722239781,1,0,1,2,6,1,0,0,0,0,0,1,42,4857,10.199137794637085,4,0,Alone,1
Graduate,29604.0,88,2.0794415416798357,1.9459101490553132,2.6390573296152584,2.0794415416798357,1.9459101490553132,2.70805020110221,1,1,0,3,9,1,0,0,0,0,0,0,38,4464,13.397810912187767,5,1,Partner,3
Postgraduate,48721.0,50,4.406719247264253,2.9444389791664403,4.736198448394496,3.871201010907891,2.6390573296152584,3.091042453358316,6,4,2,5,6,0,0,0,0,0,0,0,63,4673,21.688657468706655,17,2,Alone,3
Graduate,44794.0,99,4.007333185232471,0.0,2.0794415416798357,0.0,0.0,1.6094379124341003,1,2,0,3,6,0,0,0,0,0,0,0,60,4282,7.696212639346407,6,1,Partner,3
Graduate,64497.0,17,7.065613363597717,3.8918202981106265,5.771441123130016,3.7612001156935624,3.4965075614664802,5.262690188904886,5,11,4,9,8,1,0,0,0,0,0,1,72,4918,29.249272650903286,29,1,Alone,2
Graduate,46097.0,11,4.290459441148391,3.2188758248682006,4.23410650459726,4.189654742026425,1.6094379124341003,2.1972245773362196,5,3,1,6,4,0,0,0,0,0,0,0,70,4716,19.739759002410597,15,1,Partner,3
Graduate,77972.0,18,6.419994928147142,3.1354942159291497,5.768320995793772,3.5263605246161616,4.634728988229636,2.5649493574615367,1,4,6,9,1,0,0,0,0,0,0,0,72,4364,26.049849010177397,20,0,Partner,2
PhD,44377.0,70,5.41610040220442,0.0,3.4339872044851463,0.0,0.0,2.3978952727983707,8,5,1,5,8,0,0,0,0,0,0,0,58,4893,11.247982879487937,19,2,Partner,4
Postgraduate,46014.0,21,6.018593214496234,0.0,4.0943445622221,2.995732273553991,2.302585092994046,3.8066624897703196,10,7,1,8,7,0,0,0,0,0,0,0,52,4785,19.21791763303669,26,2,Partner,4
Graduate,70951.0,66,5.480638923341991,2.3978952727983707,6.318968113746434,5.541263545158426,4.477336814478207,4.007333185232471,1,3,4,9,1,0,0,0,0,0,0,0,41,4682,28.223435854755902,17,0,Partner,2
Graduate,41443.0,79,5.147494476813453,2.0794415416798357,5.147494476813453,3.258096538021482,2.995732273553991,4.499809670330265,6,8,1,5,8,0,0,0,0,0,0,0,49,4350,23.12806897721248,20,1,Partner,3
Undergraduate,52195.0,2,2.5649493574615367,0.0,1.6094379124341003,0.0,0.0,0.6931471805599453,1,1,0,2,8,0,0,0,0,0,0,0,48,4309,4.867534450455582,4,3,Alone,4
Postgraduate,83790.0,81,6.981934677156389,2.833213344056216,6.035481432524756,3.7612001156935624,3.8918202981106265,2.833213344056216,1,8,10,6,3,0,1,1,0,0,0,0,78,4487,26.336863211597766,25,0,Partner,2
Postgraduate,44551.0,24,5.209486152841421,1.6094379124341003,3.5263605246161616,0.0,0.0,4.204692619390966,2,4,1,5,7,0,0,0,0,0,0,0,72,4563,14.549977209282648,12,1,Alone,2
Graduate,69508.0,48,6.715383386334681,3.4965075614664802,5.093750200806762,3.7612001156935624,3.4965075614664802,3.784189633918261,2,11,4,11,6,0,0,0,0,0,0,0,46,4853,26.347538459686223,28,1,Partner,3
Undergraduate,45204.0,93,3.4339872044851463,2.4849066497880004,3.258096538021482,3.4011973816621555,0.6931471805599453,2.9444389791664403,1,1,1,4,3,0,0,0,0,0,0,0,38,4340,16.21577393368317,7,1,Partner,3
Graduate,72460.0,56,5.934894195619588,2.3978952727983707,6.293419278846481,4.394449154672439,3.4339872044851463,2.3978952727983707,1,3,5,7,1,0,0,0,0,0,0,0,57,4488,24.852540379220393,16,0,Partner,2
PhD,77622.0,3,6.255750041753367,2.0794415416798357,5.043425116919247,2.995732273553991,0.0,2.70805020110221,2,6,3,11,3,0,0,0,0,0,0,0,56,4337,19.08239917500865,22,2,Partner,4
PhD,30732.0,44,5.049856007249537,0.6931471805599453,3.258096538021482,0.0,0.6931471805599453,1.3862943611198906,4,4,1,4,8,0,0,0,0,0,0,0,46,4801,11.080541267510801,13,1,Partner,3
Graduate,63887.0,38,6.8001700683022,3.1780538303479458,5.337538079701318,2.772588722239781,2.4849066497880004,4.532599493153256,5,9,6,12,6,0,0,0,0,0,0,0,64,4920,25.105856843532504,32,1,Alone,2
Graduate,42011.0,46,4.882801922586371,0.0,2.833213344056216,1.0986122886681098,0.6931471805599453,3.6888794541139363,4,3,1,4,8,0,0,0,0,0,0,0,48,4721,13.196654189984578,12,1,Partner,3
Graduate,51369.0,84,5.697093486505405,2.0794415416798357,4.382026634673881,0.0,2.4849066497880004,5.209486152841421,2,8,2,4,8,0,0,0,0,0,0,0,50,4873,19.852954465488544,16,1,Partner,3
Graduate,51537.0,27,6.669498089857879,3.044522437723423,5.3230099791384085,0.0,0.0,4.532599493153256,3,2,2,11,8,0,0,0,0,0,0,0,74,4828,19.569629999872966,18,1,Alone,2
PhD,79930.0,72,6.675823221634848,4.465908118654584,6.608000625296087,4.219507705176107,3.9512437185814275,2.8903717578961645,1,3,5,8,2,0,0,0,0,0,0,0,54,4951,28.810855147239216,17,0,Partner,2
PhD,34320.0,66,1.6094379124341003,0.6931471805599453,2.302585092994046,1.3862943611198906,0.0,0.0,1,1,0,2,8,0,0,0,0,0,0,0,40,4394,5.991464547107983,4,1,Partner,3
Graduate,37070.0,30,5.44673737166631,2.0794415416798357,4.927253685157205,1.6094379124341003,2.772588722239781,3.6888794541139363,9,5,1,8,7,0,0,0,0,0,0,1,60,4727,20.52433868729117,23,2,Alone,3
Undergraduate,81975.0,2,6.891625897052253,4.343805421853684,5.220355825078324,5.198497031265826,4.9344739331306915,3.332204510175204,1,6,3,4,7,0,0,1,0,0,0,0,64,4801,29.920962618555983,14,1,Alone,2
Graduate,38590.0,65,1.3862943611198906,0.6931471805599453,2.1972245773362196,1.6094379124341003,1.3862943611198906,1.3862943611198906,1,1,0,2,8,0,0,0,0,0,0,0,55,4671,8.658692753689937,4,1,Partner,3
Graduate,15033.0,37,0.0,1.6094379124341003,1.791759469228055,1.9459101490553132,0.0,1.6094379124341003,1,1,0,3,3,0,0,0,0,0,0,0,75,4335,6.956545443151569,5,0,Alone,1
PhD,62745.0,89,6.333279628139691,3.091042453358316,6.142037405587356,3.367295829986474,2.3978952727983707,3.4965075614664802,3,7,8,11,5,0,0,0,0,0,0,0,61,4724,24.828058151336684,29,1,Partner,3
Undergraduate,22212.0,49,1.791759469228055,2.302585092994046,3.044522437723423,1.9459101490553132,2.1972245773362196,3.091042453358316,2,2,0,4,6,0,0,0,0,0,0,0,51,4463,14.373044179695373,8,1,Partner,3
Postgraduate,23661.0,46,2.9444389791664403,0.0,1.6094379124341003,0.0,0.0,0.6931471805599453,1,1,0,3,7,0,0,0,0,0,0,0,44,4468,5.247024072160486,5,1,Partner,3
PhD,79761.0,32,6.030685260261263,1.791759469228055,4.8283137373023015,2.772588722239781,3.58351893845611,2.4849066497880004,1,5,2,11,3,0,0,0,0,0,0,0,68,4529,21.49177277727551,19,1,Alone,2
Graduate,7500.0,54,1.791759469228055,1.3862943611198906,2.3978952727983707,2.5649493574615367,2.0794415416798357,3.044522437723423,4,3,1,3,7,0,0,0,0,0,0,0,53,4446,13.264862440011111,11,1,Alone,2
Graduate,73455.0,98,6.804614520062624,4.127134385045092,6.630683385642372,5.231108616854587,5.099866427824199,3.044522437723423,1,6,5,10,3,0,1,0,0,0,0,0,58,4505,30.937929773152298,22,0,Alone,1
Graduate,64961.0,97,5.948034989180646,4.74493212836325,5.6240175061873385,4.330733340286331,4.8283137373023015,3.6635616461296463,2,6,4,4,3,0,0,0,0,0,0,0,68,4814,29.139593347449516,16,1,Partner,3
